fpr,tpr,thresholds
0.45938375350140054,0.9811320754716981,0.019278808
0.47058823529411764,0.9811320754716981,0.017702047
0.47058823529411764,0.9858490566037735,0.017211793
0.49299719887955185,0.9858490566037735,0.016876468
0.4957983193277311,0.9858490566037735,0.01666307
0.5042016806722689,0.9858490566037735,0.016635709
0.5098039215686274,0.9858490566037735,0.016248403
0.5154061624649859,0.9858490566037735,0.01620443
0.5266106442577031,0.9858490566037735,0.014663999
0.5322128851540616,0.9858490566037735,0.014540129
0.5574229691876751,0.9858490566037735,0.013584284
0.5770308123249299,0.9905660377358491,0.013572922
0.5994397759103641,0.9905660377358491,0.012247261
0.6162464985994398,0.9905660377358491,0.012118251
0.6246498599439776,0.9905660377358491,0.011646829
0.6386554621848739,0.9905660377358491,0.011483868
0.6442577030812325,0.9905660377358491,0.011410171
0.6470588235294118,0.9905660377358491,0.011407112
0.6610644257703081,0.9905660377358491,0.011349397
0.6694677871148459,0.9905660377358491,0.011211628
0.6778711484593838,0.9905660377358491,0.011143483
0.6834733893557423,0.9905660377358491,0.011061399
0.6862745098039216,0.9905660377358491,0.010967292
0.7002801120448179,0.9905660377358491,0.010906231
0.7058823529411765,0.9905660377358491,0.010394821
0.7086834733893558,0.9905660377358491,0.010358634
0.7282913165266106,0.9905660377358491,0.009893299
0.7507002801120448,0.9905660377358491,0.009842693
0.7563025210084033,0.9905660377358491,0.009763294
0.7619047619047619,0.9905660377358491,0.009760321
0.7675070028011205,0.9905660377358491,0.009647215
0.773109243697479,0.9905660377358491,0.009375281
0.7787114845938375,0.9905660377358491,0.008900781
0.7843137254901961,0.9905660377358491,0.008740454
0.7899159663865546,0.9952830188679245,0.008700356
0.8067226890756303,0.9952830188679245,0.008669619
0.8123249299719888,0.9952830188679245,0.008590382
0.8151260504201681,0.9952830188679245,0.00844784
0.834733893557423,0.9952830188679245,0.008335857
0.8375350140056023,0.9952830188679245,0.008288353
0.8487394957983193,0.9952830188679245,0.008266323
0.8543417366946778,0.9952830188679245,0.008234361
0.8627450980392157,0.9952830188679245,0.008032994
0.8683473389355743,0.9952830188679245,0.0077673686
0.8739495798319328,0.9952830188679245,0.007453973
0.896358543417367,0.9952830188679245,0.007317827
0.9019607843137255,0.9952830188679245,0.0069488375
0.9299719887955182,0.9952830188679245,0.006884697
0.9355742296918768,0.9952830188679245,0.0068225553
0.938375350140056,0.9952830188679245,0.0067342934
0.9439775910364145,0.9952830188679245,0.006731197
0.9495798319327731,0.9952830188679245,0.0065562907
0.9551820728291317,0.9952830188679245,0.0063892594
0.9719887955182073,1.0,0.006385625
0.9775910364145658,1.0,0.0062391832
0.9971988795518207,1.0,0.006110791
1.0,1.0,0.005967217
